x, y
0, 2.0046579330422127
0.00145985401459854, 2.3470160116448326
0.00291970802919708, 2.55429403202329
0.00875912408759124, 2.7243085880640465
0.01167883211678832, 2.8128093158660845
0.024817518248175182, 2.924599708879185
0.0364963503649635, 2.9851528384279478
0.051094890510948905, 3.050363901018923
0.06423357664233577, 3.103930131004367
0.08029197080291971, 3.1435225618631732
0.09927007299270073, 3.185443959243086
0.12262773722627736, 3.2110625909752546
0.14890510948905109, 3.2250363901018924
0.1708029197080292, 3.23901018922853
0.19854014598540146, 3.2506550218340613
0.22481751824817517, 3.2646288209606986
0.2627737226277372, 3.2809315866084425
0.29343065693430653, 3.2949053857350803
0.327007299270073, 3.3065502183406115
0.35912408759124087, 3.3088791848617176
0.3941605839416058, 3.3088791848617176
0.4408759124087591, 3.3158660844250365
0.5080291970802919, 3.3181950509461426
0.567883211678832, 3.3228529839883554
0.6204379562043795, 3.327510917030568
0.6715328467153284, 3.3321688500727804
0.7343065693430656, 3.3368267831149927
0.7897810218978102, 3.3438136826783116
0.8452554744525547, 3.3508005822416305
0.8802919708029197, 3.3508005822416305
0.9094890510948904, 3.3554585152838428
0.9372262773722627, 3.3624454148471616
0.9591240875912408, 3.374090247452693
0.9737226277372262, 3.3997088791848618
0.9854014598540145, 3.4346433770014557
0.9883211678832117, 3.4695778748180497
0.9956204379562044, 3.504512372634643
0.9985401459854014, 3.539446870451237
1.0014598540145985, 3.579039301310044
